beta_+,beta_self,B*_steady
0.006019999999999999,0.000145,15.2977160042
0.006019999999999999,0.0001925,15.2558231457
0.006019999999999999,0.00024,15.0110654094
0.006019999999999999,0.0002875,14.7426514088
0.006019999999999999,0.000335,14.4071807278
0.006019999999999999,0.0003825,14.1638489054
0.006019999999999999,0.00043,13.9068597131
0.006019999999999999,0.0004775,13.7007510006
0.006019999999999999,0.000525,13.4345595439
0.006019999999999999,0.0005725,13.1908749182
0.006019999999999999,0.00062,12.967642116
0.006019999999999999,0.0006675,12.7781671359
0.006019999999999999,0.000715,12.5605001463
0.006019999999999999,0.0007625,12.3310253558
0.006019999999999999,0.00081,12.1238388221
0.006019999999999999,0.0008575,11.9410390045
0.006019999999999999,0.000905,11.7606120748
0.006019999999999999,0.0009525,11.6095416606
0.0065175,5e-05,18.184813132
0.0065175,9.75e-05,17.090663197
0.0065175,0.000145,16.761162615
0.0065175,0.0001925,16.4338925532
0.0065175,0.00024,16.1081684261
0.0065175,0.0002875,15.7382705935
0.0065175,0.000335,15.5484329349
0.0065175,0.0003825,15.2263080673
0.0065175,0.00043,14.9641783281
0.0065175,0.0004775,14.6959057498
0.0065175,0.000525,14.4657465221
0.0065175,0.0005725,14.2369096478
0.0065175,0.00062,13.9742508153
0.0065175,0.0006675,13.7455822467
0.0065175,0.000715,13.5055780096
0.0065175,0.0007625,13.3174986036
0.0065175,0.00081,13.1140900034
0.0065175,0.0008575,12.9071013432
0.0065175,0.000905,12.6929514879
0.0065175,0.0009525,12.5081651658
0.0070149999999999995,5e-05,19.3834026532
0.0070149999999999995,9.75e-05,18.1800668343
0.0070149999999999995,0.000145,17.8945801108
0.0070149999999999995,0.0001925,17.517233442
0.0070149999999999995,0.00024,17.2547664057
0.0070149999999999995,0.0002875,16.9020913816
0.0070149999999999995,0.000335,16.5320112995
0.0070149999999999995,0.0003825,16.3349727876
0.0070149999999999995,0.00043,16.012935588
0.0070149999999999995,0.0004775,15.7941431359
0.0070149999999999995,0.000525,15.4806857576
0.0070149999999999995,0.0005725,15.263882681
0.0070149999999999995,0.00062,14.9275179913
0.0070149999999999995,0.0006675,14.6899698999
0.0070149999999999995,0.000715,14.5204361475
0.0070149999999999995,0.0007625,14.2420456752
0.0070149999999999995,0.00081,14.043823241
0.0070149999999999995,0.0008575,13.8420743922
0.0070149999999999995,0.000905,13.5949072547
0.0070149999999999995,0.0009525,13.4072003993
0.0075125,5e-05,20.9277290707
0.0075125,9.75e-05,19.7846982696
0.0075125,0.000145,19.3545362304
0.0075125,0.0001925,19.0374770611
0.0075125,0.00024,18.719501764
0.0075125,0.0002875,18.3855363946
0.0075125,0.000335,18.0070140444
0.0075125,0.0003825,17.6702749724
0.0075125,0.00043,17.400217265
0.0075125,0.0004775,17.111603665
0.0075125,0.000525,16.7895993837
0.0075125,0.0005725,16.5148400717
0.0075125,0.00062,16.1851726848
0.0075125,0.0006675,15.863773394
0.0075125,0.000715,15.6834201268
0.0075125,0.0007625,15.4183828226
0.0075125,0.00081,15.1782499453
0.0075125,0.0008575,14.957553343
0.0075125,0.000905,14.7210775468
0.0075125,0.0009525,14.4627729583
0.00801,5e-05,22.1535921994
0.00801,9.75e-05,21.0759703344
0.00801,0.000145,20.7358049623
0.00801,0.0001925,20.3126619015
0.00801,0.00024,19.8976134521
0.00801,0.0002875,19.5725312972
0.00801,0.000335,19.1804519914
0.00801,0.0003825,18.8750456164
0.00801,0.00043,18.4954761355
0.00801,0.0004775,18.1841725772
0.00801,0.000525,17.8600561369
0.00801,0.0005725,17.5442460336
0.00801,0.00062,17.2769003135
0.00801,0.0006675,16.9660703864
0.00801,0.000715,16.6571707663
0.00801,0.0007625,16.4256773151
0.00801,0.00081,16.1520093169
0.00801,0.0008575,15.8961016962
0.00801,0.000905,15.6393441087
0.00801,0.0009525,15.4558217113
0.0085075,5e-05,23.1331650307
0.0085075,9.75e-05,22.0941509264
0.0085075,0.000145,21.7953483966
0.0085075,0.0001925,21.2263236347
0.0085075,0.00024,20.8605918434
0.0085075,0.0002875,20.5643313133
0.0085075,0.000335,20.1174086151
0.0085075,0.0003825,19.7764892003
0.0085075,0.00043,19.4010979773
0.0085075,0.0004775,19.0917499252
0.0085075,0.000525,18.739247229
0.0085075,0.0005725,18.4313754553
0.0085075,0.00062,18.1518593108
0.0085075,0.0006675,17.8202758211
0.0085075,0.000715,17.5343649676
0.0085075,0.0007625,17.264850036
0.0085075,0.00081,16.9340626012
0.0085075,0.0008575,16.7671027895
0.0085075,0.000905,16.500240725
0.0085075,0.0009525,16.1906670887
0.009004999999999999,5e-05,24.3186250765
0.009004999999999999,9.75e-05,23.0743852484
0.009004999999999999,0.000145,22.6606178087
0.009004999999999999,0.0001925,22.2308227689
0.009004999999999999,0.00024,21.9077922992
0.009004999999999999,0.0002875,21.6015804851
0.009004999999999999,0.000335,21.0670132389
0.009004999999999999,0.0003825,20.7994761051
0.009004999999999999,0.00043,20.454073325
0.009004999999999999,0.0004775,20.0043070428
0.009004999999999999,0.000525,19.8056065938
0.009004999999999999,0.0005725,19.4078878136
0.009004999999999999,0.00062,19.1342390555
0.009004999999999999,0.0006675,18.8399712795
0.009004999999999999,0.000715,18.4920636382
0.009004999999999999,0.0007625,18.2063088081
0.009004999999999999,0.00081,17.992545313
0.009004999999999999,0.0008575,17.7132182263
0.009004999999999999,0.000905,17.3989272015
0.009004999999999999,0.0009525,17.1862446091
0.0095025,5e-05,25.3506577196
0.0095025,9.75e-05,24.7463593111
0.0095025,0.000145,24.30463849
0.0095025,0.0001925,23.8747919501
0.0095025,0.00024,23.3654469514
0.0095025,0.0002875,23.0060472815
0.0095025,0.000335,22.6104181296
0.0095025,0.0003825,22.2901712095
0.0095025,0.00043,21.8824047256
0.0095025,0.0004775,21.4763800566
0.0095025,0.000525,21.1718573753
0.0095025,0.0005725,20.7240540992
0.0095025,0.00062,20.4848394834
0.0095025,0.0006675,20.0356576629
0.0095025,0.000715,19.7942184296
0.0095025,0.0007625,19.5017455732
0.0095025,0.00081,19.0830996311
0.0095025,0.0008575,18.7575032339
0.0095025,0.000905,18.5580116209
0.0095025,0.0009525,18.2960914691
